student_id,student_name,course_id,course_title,difficulty,lessons_completed,total_lessons,lessons_remaining,time_spent_minutes,quizzes_attempted,average_score,score_per_lesson,completion_rate,progress,engagement_score,skill_level,completed,enrolled_date
STU0063,Muhammad Muhammad,1,Cream Making,Beginner,8,8,0,131,3,76,9.5,100,100,88.0,Intermediate,True,2026-08-03 11:26:29.374282
STU0063,Muhammad Muhammad,5,Chemical Making,Advanced,8,8,0,113,4,78,9.8,95,95,86.5,Intermediate,True,2026-08-14 11:26:29.374303
STU0063,Muhammad Muhammad,4,Baking,Intermediate,2,8,6,16,0,0,0.0,17,17,8.5,Beginner,False,2026-07-09 11:26:29.374324
STU0064,Aisha Aliyu,5,Chemical Making,Advanced,0,8,8,10,0,0,0.0,5,5,2.5,Beginner,False,2026-08-18 11:26:29.374343
STU0064,Aisha Aliyu,3,Perfume Making,Intermediate,3,8,5,37,1,45,15.0,30,30,37.5,Beginner,False,2026-07-15 11:26:29.374361
STU0065,Muhammad Muhammad,2,Soap Making,Beginner,3,8,5,41,0,0,0.0,32,32,16.0,Beginner,False,2026-08-17 11:26:29.374388
STU0065,Muhammad Muhammad,3,Perfume Making,Intermediate,0,8,8,24,1,23,23.0,0,0,11.5,Beginner,False,2026-08-16 11:26:29.374406
STU0065,Muhammad Muhammad,5,Chemical Making,Advanced,3,8,5,38,2,44,14.7,32,32,38.0,Beginner,False,2026-07-18 11:26:29.374424
STU0066,Hussein Ahmad,5,Chemical Making,Advanced,5,8,3,61,2,52,10.4,60,60,56.0,Intermediate,False,2026-08-24 11:26:29.374449
STU0066,Hussein Ahmad,4,Baking,Intermediate,2,8,6,14,2,42,21.0,27,27,34.5,Beginner,False,2026-07-18 11:26:29.374466
STU0066,Hussein Ahmad,1,Cream Making,Beginner,0,8,8,10,0,0,0.0,3,3,1.5,Beginner,False,2026-07-31 11:26:29.374484
STU0067,Maryam Uthman,1,Cream Making,Beginner,3,8,5,39,1,54,18.0,36,36,45.0,Beginner,False,2026-08-05 11:26:29.374507
STU0067,Maryam Uthman,4,Baking,Intermediate,5,8,3,74,2,55,11.0,68,68,61.5,Intermediate,False,2026-07-11 11:26:29.374524
STU0067,Maryam Uthman,5,Chemical Making,Advanced,2,8,6,31,2,57,28.5,23,23,40.0,Beginner,False,2026-07-29 11:26:29.374541
STU0067,Maryam Uthman,3,Perfume Making,Intermediate,4,8,4,51,3,47,11.8,48,48,47.5,Beginner,False,2026-07-11 11:26:29.374564
STU0068,Yusuf Khalil,2,Soap Making,Beginner,0,8,8,29,0,0,0.0,2,2,1.0,Beginner,False,2026-08-22 11:26:29.374593
STU0068,Yusuf Khalil,3,Perfume Making,Intermediate,4,8,4,29,0,0,0.0,42,42,21.0,Beginner,False,2026-08-06 11:26:29.374606
STU0068,Yusuf Khalil,5,Chemical Making,Advanced,2,8,6,44,2,44,22.0,28,28,36.0,Beginner,False,2026-08-27 11:26:29.374622
STU0069,Fatima Baba,5,Chemical Making,Advanced,5,8,3,46,2,61,12.2,60,60,60.5,Intermediate,False,2026-08-22 11:26:29.374649
STU0069,Fatima Baba,4,Baking,Intermediate,6,8,2,83,3,64,10.7,81,81,72.5,Intermediate,False,2026-08-04 11:26:29.374669
STU0070,Muhammad Hadi,3,Perfume Making,Intermediate,8,8,0,104,4,82,10.2,100,100,91.0,Advanced,True,2026-07-22 11:26:29.374696
STU0070,Muhammad Hadi,1,Cream Making,Beginner,0,8,8,10,1,45,45.0,2,2,23.5,Beginner,False,2026-08-23 11:26:29.374716
STU0071,Ibrahim Hadi,4,Baking,Intermediate,6,8,2,56,4,71,11.8,71,71,71.0,Intermediate,False,2026-08-15 11:26:29.374740
STU0071,Ibrahim Hadi,5,Chemical Making,Advanced,2,8,6,18,0,0,0.0,35,35,17.5,Beginner,False,2026-08-14 11:26:29.374761
STU0071,Ibrahim Hadi,3,Perfume Making,Intermediate,2,8,6,10,2,40,20.0,31,31,35.5,Beginner,False,2026-07-04 11:26:29.374778
STU0071,Ibrahim Hadi,2,Soap Making,Beginner,5,8,3,64,2,48,9.6,64,64,56.0,Beginner,False,2026-08-15 11:26:29.374797
STU0072,Amina Bello,2,Soap Making,Beginner,1,8,7,10,0,0,0.0,6,6,3.0,Beginner,False,2026-07-26 11:26:29.374822
STU0072,Amina Bello,1,Cream Making,Beginner,2,8,6,43,2,48,24.0,19,19,33.5,Beginner,False,2026-07-24 11:26:29.374836
STU0073,Ali Khalifa,2,Soap Making,Beginner,2,8,6,30,1,34,17.0,24,24,29.0,Beginner,False,2026-08-17 11:26:29.374861
STU0073,Ali Khalifa,1,Cream Making,Beginner,3,8,5,30,0,0,0.0,28,28,14.0,Beginner,False,2026-07-05 11:26:29.374877
STU0073,Ali Khalifa,3,Perfume Making,Intermediate,4,8,4,31,2,66,16.5,49,49,57.5,Intermediate,False,2026-07-19 11:26:29.374890
STU0074,Abdullahi Bello,1,Cream Making,Beginner,5,8,3,99,3,61,12.2,62,62,61.5,Intermediate,False,2026-08-04 11:26:29.374915
STU0074,Abdullahi Bello,5,Chemical Making,Advanced,7,8,1,82,3,91,13.0,98,98,94.5,Advanced,True,2026-07-05 11:26:29.374944
STU0074,Abdullahi Bello,4,Baking,Intermediate,7,8,1,95,2,82,11.7,96,96,89.0,Advanced,True,2026-08-18 11:26:29.374965
STU0074,Abdullahi Bello,2,Soap Making,Beginner,6,8,2,110,1,74,12.3,68,68,71.0,Intermediate,False,2026-08-10 11:26:29.374988
STU0075,Samira Uthman,3,Perfume Making,Intermediate,6,8,2,64,0,0,0.0,74,74,37.0,Beginner,False,2026-07-14 11:26:29.375014
STU0075,Samira Uthman,1,Cream Making,Beginner,0,8,8,10,0,0,0.0,4,4,2.0,Beginner,False,2026-08-14 11:26:29.375028
STU0075,Samira Uthman,5,Chemical Making,Advanced,3,8,5,52,2,42,14.0,32,32,37.0,Beginner,False,2026-07-18 11:26:29.375041
STU0076,Layla Ahmad,4,Baking,Intermediate,3,8,5,27,2,54,18.0,38,38,46.0,Beginner,False,2026-08-07 11:26:29.375066
STU0076,Layla Ahmad,2,Soap Making,Beginner,1,8,7,21,0,0,0.0,16,16,8.0,Beginner,False,2026-07-13 11:26:29.375084
STU0076,Layla Ahmad,5,Chemical Making,Advanced,2,8,6,25,2,42,21.0,24,24,33.0,Beginner,False,2026-07-31 11:26:29.375097
STU0077,Hauwa Ahmad,2,Soap Making,Beginner,5,8,3,62,0,0,0.0,60,60,30.0,Beginner,False,2026-07-07 11:26:29.375123
STU0077,Hauwa Ahmad,3,Perfume Making,Intermediate,3,8,5,32,2,40,13.3,28,28,34.0,Beginner,False,2026-07-11 11:26:29.375137
STU0077,Hauwa Ahmad,1,Cream Making,Beginner,2,8,6,22,2,40,20.0,20,20,30.0,Beginner,False,2026-07-13 11:26:29.375155
STU0077,Hauwa Ahmad,5,Chemical Making,Advanced,0,8,8,30,0,0,0.0,9,9,4.5,Beginner,False,2026-07-18 11:26:29.375177
STU0078,Fatima Aliyu,2,Soap Making,Beginner,2,8,6,38,2,44,22.0,27,27,35.5,Beginner,False,2026-07-19 11:26:29.375198
STU0078,Fatima Aliyu,1,Cream Making,Beginner,1,8,7,10,1,55,55.0,14,14,34.5,Beginner,False,2026-08-12 11:26:29.375217
STU0079,Sani Jibril,2,Soap Making,Beginner,7,8,1,80,1,64,9.1,82,82,73.0,Intermediate,False,2026-08-19 11:26:29.375241
STU0079,Sani Jibril,3,Perfume Making,Intermediate,2,8,6,20,2,34,17.0,34,34,34.0,Beginner,False,2026-07-13 11:26:29.375257
STU0079,Sani Jibril,5,Chemical Making,Advanced,1,8,7,35,0,0,0.0,18,18,9.0,Beginner,False,2026-08-16 11:26:29.375276
STU0079,Sani Jibril,1,Cream Making,Beginner,7,8,1,33,2,77,11.0,82,82,79.5,Intermediate,False,2026-08-30 11:26:29.375289
STU0080,Ibrahim Shehu,5,Chemical Making,Advanced,0,8,8,10,1,46,46.0,4,4,25.0,Beginner,False,2026-08-28 11:26:29.375313
STU0080,Ibrahim Shehu,3,Perfume Making,Intermediate,0,8,8,10,1,26,26.0,5,5,15.5,Beginner,False,2026-07-29 11:26:29.375330
STU0080,Ibrahim Shehu,1,Cream Making,Beginner,3,8,5,39,0,0,0.0,40,40,20.0,Beginner,False,2026-07-19 11:26:29.375347
STU0081,Khadija Nasir,1,Cream Making,Beginner,1,8,7,37,0,0,0.0,16,16,8.0,Beginner,False,2026-07-14 11:26:29.375374
STU0081,Khadija Nasir,3,Perfume Making,Intermediate,8,8,0,128,1,72,9.0,100,100,86.0,Intermediate,True,2026-08-25 11:26:29.375389
STU0081,Khadija Nasir,2,Soap Making,Beginner,1,8,7,12,0,0,0.0,22,22,11.0,Beginner,False,2026-07-10 11:26:29.375406
STU0081,Khadija Nasir,5,Chemical Making,Advanced,7,8,1,60,0,0,0.0,78,78,39.0,Beginner,False,2026-08-02 11:26:29.375419
STU0082,Khadija Uthman,1,Cream Making,Beginner,3,8,5,55,0,0,0.0,36,36,18.0,Beginner,False,2026-08-16 11:26:29.375445
STU0082,Khadija Uthman,3,Perfume Making,Intermediate,2,8,6,13,1,46,23.0,34,34,40.0,Beginner,False,2026-07-11 11:26:29.375459
STU0083,Fatima Faruq,1,Cream Making,Beginner,0,8,8,10,0,0,0.0,10,10,5.0,Beginner,False,2026-07-31 11:26:29.375483
STU0083,Fatima Faruq,2,Soap Making,Beginner,3,8,5,60,2,68,22.7,28,28,48.0,Beginner,False,2026-08-23 11:26:29.375497
STU0084,Abdullahi Khalil,4,Baking,Intermediate,4,8,4,42,1,74,18.5,49,49,61.5,Intermediate,False,2026-08-10 11:26:29.375523
STU0084,Abdullahi Khalil,2,Soap Making,Beginner,0,8,8,10,1,18,18.0,8,8,13.0,Beginner,False,2026-08-06 11:26:29.375540
STU0085,Rashid Uthman,4,Baking,Intermediate,4,8,4,54,2,73,18.2,54,54,63.5,Intermediate,False,2026-07-25 11:26:29.375572
STU0085,Rashid Uthman,5,Chemical Making,Advanced,0,8,8,10,1,33,33.0,3,3,18.0,Beginner,False,2026-07-15 11:26:29.375590
STU0085,Rashid Uthman,2,Soap Making,Beginner,0,8,8,23,1,16,16.0,3,3,9.5,Beginner,False,2026-08-04 11:26:29.375607
STU0085,Rashid Uthman,1,Cream Making,Beginner,2,8,6,36,1,38,19.0,23,23,30.5,Beginner,False,2026-08-27 11:26:29.375625
STU0086,Ibrahim Hassan,2,Soap Making,Beginner,1,8,7,40,0,0,0.0,14,14,7.0,Beginner,False,2026-08-10 11:26:29.375649
STU0086,Ibrahim Hassan,5,Chemical Making,Advanced,4,8,4,39,0,0,0.0,53,53,26.5,Beginner,False,2026-08-06 11:26:29.375664
STU0087,Yusuf Suleiman,4,Baking,Intermediate,1,8,7,14,1,36,36.0,18,18,27.0,Beginner,False,2026-07-19 11:26:29.375685
STU0087,Yusuf Suleiman,2,Soap Making,Beginner,3,8,5,57,0,0,0.0,46,46,23.0,Beginner,False,2026-08-01 11:26:29.375702
STU0087,Yusuf Suleiman,1,Cream Making,Beginner,4,8,4,85,3,46,11.5,52,52,49.0,Beginner,False,2026-08-02 11:26:29.375715
STU0087,Yusuf Suleiman,5,Chemical Making,Advanced,6,8,2,69,4,74,12.3,76,76,75.0,Intermediate,False,2026-07-22 11:26:29.375735
STU0088,Hauwa Jibril,4,Baking,Intermediate,3,8,5,28,2,66,22.0,42,42,54.0,Beginner,False,2026-08-21 11:26:29.375772
STU0088,Hauwa Jibril,2,Soap Making,Beginner,3,8,5,37,1,32,10.7,40,40,36.0,Beginner,False,2026-08-29 11:26:29.375791
STU0088,Hauwa Jibril,3,Perfume Making,Intermediate,3,8,5,40,1,56,18.7,44,44,50.0,Beginner,False,2026-07-04 11:26:29.375808
STU0089,Musa Ahmad,3,Perfume Making,Intermediate,3,8,5,51,2,55,18.3,34,34,44.5,Beginner,False,2026-07-25 11:26:29.375834
STU0089,Musa Ahmad,2,Soap Making,Beginner,5,8,3,90,2,70,14.0,72,72,71.0,Intermediate,False,2026-08-23 11:26:29.375852
STU0089,Musa Ahmad,1,Cream Making,Beginner,6,8,2,68,3,64,10.7,74,74,69.0,Intermediate,False,2026-07-20 11:26:29.375869
STU0089,Musa Ahmad,4,Baking,Intermediate,8,8,0,76,0,0,0.0,93,93,46.5,Beginner,False,2026-08-12 11:26:29.375889
STU0090,Musa Zakariyya,1,Cream Making,Beginner,6,8,2,95,4,69,11.5,72,72,70.5,Intermediate,False,2026-07-31 11:26:29.375910
STU0090,Musa Zakariyya,4,Baking,Intermediate,6,8,2,33,0,0,0.0,74,74,37.0,Beginner,False,2026-08-27 11:26:29.375948
STU0091,Ahmed Khalil,2,Soap Making,Beginner,7,8,1,63,3,80,11.4,96,96,88.0,Advanced,True,2026-08-21 11:26:29.375972
STU0091,Ahmed Khalil,5,Chemical Making,Advanced,6,8,2,24,4,62,10.3,72,72,67.0,Intermediate,False,2026-08-16 11:26:29.375997
STU0092,Maryam Aliyu,3,Perfume Making,Intermediate,0,8,8,22,1,43,43.0,2,2,22.5,Beginner,False,2026-07-25 11:26:29.376032
STU0092,Maryam Aliyu,2,Soap Making,Beginner,8,8,0,128,1,62,7.8,92,92,77.0,Intermediate,True,2026-08-11 11:26:29.376048
STU0092,Maryam Aliyu,4,Baking,Intermediate,5,8,3,55,2,58,11.6,56,56,57.0,Intermediate,False,2026-07-20 11:26:29.376065
STU0093,Omar Faruq,4,Baking,Intermediate,8,8,0,63,0,0,0.0,100,100,50.0,Beginner,False,2026-08-15 11:26:29.376092
STU0093,Omar Faruq,2,Soap Making,Beginner,1,8,7,23,0,0,0.0,10,10,5.0,Beginner,False,2026-07-26 11:26:29.376106
STU0093,Omar Faruq,1,Cream Making,Beginner,3,8,5,35,1,30,10.0,32,32,31.0,Beginner,False,2026-08-03 11:26:29.376119
STU0093,Omar Faruq,3,Perfume Making,Intermediate,7,8,1,37,4,68,9.7,92,92,80.0,Intermediate,True,2026-07-18 11:26:29.376135
STU0094,Abdullahi Ahmad,2,Soap Making,Beginner,1,8,7,18,0,0,0.0,12,12,6.0,Beginner,False,2026-07-23 11:26:29.376163
STU0094,Abdullahi Ahmad,1,Cream Making,Beginner,1,8,7,10,0,0,0.0,22,22,11.0,Beginner,False,2026-08-21 11:26:29.376178
STU0094,Abdullahi Ahmad,4,Baking,Intermediate,8,8,0,47,1,73,9.1,97,97,85.0,Intermediate,True,2026-07-08 11:26:29.376196
STU0095,Hauwa Faruq,2,Soap Making,Beginner,2,8,6,29,0,0,0.0,24,24,12.0,Beginner,False,2026-08-09 11:26:29.376221
STU0095,Hauwa Faruq,5,Chemical Making,Advanced,0,8,8,10,0,0,0.0,6,6,3.0,Beginner,False,2026-08-18 11:26:29.376236
STU0095,Hauwa Faruq,1,Cream Making,Beginner,7,8,1,70,4,65,9.3,96,96,80.5,Intermediate,True,2026-08-11 11:26:29.376249
STU0096,Layla Jibril,5,Chemical Making,Advanced,1,8,7,19,0,0,0.0,16,16,8.0,Beginner,False,2026-07-19 11:26:29.376278
STU0096,Layla Jibril,3,Perfume Making,Intermediate,7,8,1,43,2,70,10.0,78,78,74.0,Intermediate,False,2026-07-30 11:26:29.376292
STU0096,Layla Jibril,4,Baking,Intermediate,4,8,4,64,2,60,15.0,52,52,56.0,Intermediate,False,2026-07-08 11:26:29.376309
STU0097,Hussein Aliyu,5,Chemical Making,Advanced,4,8,4,36,1,42,10.5,55,55,48.5,Beginner,False,2026-07-03 11:26:29.376334
STU0097,Hussein Aliyu,2,Soap Making,Beginner,8,8,0,57,0,0,0.0,91,91,45.5,Beginner,False,2026-07-04 11:26:29.376350
STU0098,Samira Garba,1,Cream Making,Beginner,2,8,6,42,1,30,15.0,26,26,28.0,Beginner,False,2026-08-19 11:26:29.376371
STU0098,Samira Garba,4,Baking,Intermediate,2,8,6,17,1,38,19.0,21,21,29.5,Beginner,False,2026-08-09 11:26:29.376393
STU0098,Samira Garba,5,Chemical Making,Advanced,0,8,8,11,0,0,0.0,6,6,3.0,Beginner,False,2026-07-04 11:26:29.376411
STU0099,Hauwa Baba,4,Baking,Intermediate,2,8,6,43,1,22,11.0,32,32,27.0,Beginner,False,2026-08-15 11:26:29.376431
STU0099,Hauwa Baba,1,Cream Making,Beginner,2,8,6,44,1,62,31.0,15,15,38.5,Beginner,False,2026-08-27 11:26:29.376447
STU0100,Nura Uthman,2,Soap Making,Beginner,6,8,2,75,4,69,11.5,78,78,73.5,Intermediate,False,2026-08-23 11:26:29.376472
STU0100,Nura Uthman,3,Perfume Making,Intermediate,2,8,6,45,2,26,13.0,35,35,30.5,Beginner,False,2026-07-28 11:26:29.376493
STU0100,Nura Uthman,4,Baking,Intermediate,1,8,7,30,0,0,0.0,22,22,11.0,Beginner,False,2026-07-07 11:26:29.376510
STU0100,Nura Uthman,1,Cream Making,Beginner,3,8,5,53,1,49,16.3,38,38,43.5,Beginner,False,2026-08-23 11:26:29.376523
